time,conf
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0098039215686274
2010-09-29,0.0
2010-09-30,0.0099009900990099
2010-10-01,0.0
2010-10-04,0.0103092783505154
2010-10-05,0.0
2010-10-06,0.010204081632653
2010-10-07,0.010752688172043
2010-10-08,0.0217391304347826
2010-10-11,0.0113636363636363
2010-10-12,0.0235294117647058
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0229885057471264
2010-10-18,0.0112359550561797
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0375
2010-10-26,0.0238095238095238
2010-10-27,0.0116279069767441
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.05
2010-11-02,0.0705882352941176
2010-11-03,0.0705882352941176
2010-11-04,0.0823529411764705
2010-11-05,0.1063829787234042
2010-11-08,0.1444444444444444
2010-11-09,0.1318681318681318
2010-11-10,0.1777777777777777
2010-11-11,0.2022471910112359
2010-11-12,0.188235294117647
2010-11-15,0.1325301204819277
2010-11-16,0.0666666666666666
2010-11-17,0.0512820512820512
2010-11-18,0.0649350649350649
2010-11-19,0.0253164556962025
2010-11-22,0.073170731707317
2010-11-23,0.0779220779220779
2010-11-24,0.0769230769230769
2010-11-26,0.1025641025641025
2010-11-29,0.1097560975609756
2010-11-30,0.0987654320987654
2010-12-01,0.1264367816091954
2010-12-02,0.1136363636363636
2010-12-03,0.0804597701149425
2010-12-06,0.0888888888888888
2010-12-07,0.0777777777777777
2010-12-08,0.1123595505617977
2010-12-09,0.1585365853658536
2010-12-10,0.1034482758620689
2010-12-13,0.2333333333333333
2010-12-14,0.1363636363636363
2010-12-15,0.1395348837209302
2010-12-16,0.1058823529411764
2010-12-17,0.1585365853658536
2010-12-20,0.2117647058823529
2010-12-21,0.15
2010-12-22,0.127906976744186
2010-12-23,0.1625
2010-12-27,0.180722891566265
2010-12-28,0.1764705882352941
2010-12-29,0.2117647058823529
2010-12-30,0.2023809523809523
2010-12-31,0.2209302325581395
2011-01-03,0.2823529411764706
2011-01-04,0.2976190476190476
2011-01-05,0.2921348314606741
2011-01-06,0.3222222222222222
2011-01-07,0.2073170731707317
2011-01-10,0.3333333333333333
2011-01-11,0.3404255319148936
2011-01-12,0.3789473684210526
2011-01-13,0.3406593406593406
2011-01-14,0.3617021276595745
2011-01-18,0.4343434343434343
2011-01-19,0.4065934065934066
2011-01-20,0.38
2011-01-21,0.3440860215053763
2011-01-24,0.3402061855670103
2011-01-25,0.3225806451612903
